,Name,Overs,Maidens,Runs,Wickets,Econ,Dots,4s,6s,Wd,Nb,Team,Match_id,Season,Fantasy_Points
9,Morne Morkel,4,0,32,0,8,9,4,1,0,0,1,419141,3,0
10,Siddharth Trivedi,2.5,0,16,3,5.65,8,2,0,1,0,1,419141,3,79
11,Shane Warne,4,0,21,4,5.25,13,1,1,0,0,1,419141,3,108
0,Ryan McLaren,3,0,25,0,8.33,6,3,0,1,0,2,419142,3,0
1,Harbhajan Singh,4,0,23,1,5.75,11,2,0,1,1,2,419142,3,25
2,Lasith Malinga,4,0,36,0,9,8,3,1,2,0,2,419142,3,0
3,Abu Nechim,2,0,26,0,13,3,3,0,2,0,2,419142,3,-6
4,Dwayne Bravo,2,0,21,1,10.5,3,1,1,1,0,2,419142,3,25
5,Kieron Pollard,4,0,27,2,6.75,4,2,0,0,0,2,419142,3,50
6,Rajagopal Sathish,1,0,5,0,5,2,0,0,0,0,2,419142,3,0
7,Sudeep Tyagi,3,0,20,1,6.67,6,2,0,1,0,1,419142,3,25
8,Doug Bollinger,4,0,39,1,9.75,11,3,3,1,0,1,419142,3,25
9,Ravichandran Ashwin,4,0,22,2,5.5,11,2,0,2,0,1,419142,3,50
10,Thilan Thushara,2.3,0,16,2,6.4,7,1,0,1,2,1,419142,3,50
11,Shadab Jakati,4,0,27,1,6.75,10,3,0,1,0,1,419142,3,25
12,Suresh Raina,2.3,0,12,1,4.8,6,0,0,1,0,1,419142,3,31
0,Aditya Dole,4,0,36,2,9,7,4,1,2,0,2,419143,3,50
1,Shane Watson,4,0,19,1,4.75,14,2,0,1,0,2,419143,3,31
2,Yusuf Pathan,4,0,26,0,6.5,9,3,0,1,0,2,419143,3,0
3,Siddharth Trivedi,4,0,22,2,5.5,9,1,0,1,0,2,419143,3,50
4,Shane Warne,3,0,42,0,14,2,3,3,1,0,2,419143,3,-6
5,Faiz Fazal,1,0,6,0,6,0,0,0,0,0,2,419143,3,0
6,Sreesanth,3,0,40,0,13.33,6,5,1,2,3,1,419143,3,-6
7,Ramesh Powar,2,0,18,0,9,6,4,0,0,0,1,419143,3,0
8,Rusty Theron,2,0,23,0,11.5,3,3,1,0,0,1,419143,3,0
9,Piyush Chawla,4,0,27,0,6.75,12,1,2,0,0,1,419143,3,0
10,Bipul Sharma,1,0,12,0,12,0,2,0,0,0,1,419143,3,0
11,Irfan Pathan,1,0,17,0,17,1,4,0,0,0,1,419143,3,0
12,Ravi Bopara,2,0,18,1,9,4,1,1,2,0,1,419143,3,25
0,Farveez Maharoof,3,0,30,0,10,5,3,1,0,0,2,419144,3,0
1,Daniel Vettori,4,0,30,1,7.5,7,3,0,1,0,2,419144,3,25
2,Pradeep Sangwan,3,0,30,0,10,8,4,1,1,0,2,419144,3,0
3,Amit Mishra,4,0,41,0,10.25,11,5,2,2,0,2,419144,3,0
4,Paul Collingwood,2,0,19,0,9.5,2,1,1,1,0,2,419144,3,0
5,Rajat Bhatia,4,0,30,1,7.5,6,1,1,1,0,2,419144,3,25
6,Ashok Dinda,4,0,21,2,5.25,13,3,0,1,0,1,419144,3,50
7,Ajit Agarkar,4,0,36,1,9,9,5,1,1,0,1,419144,3,25
8,Angelo Mathews,3,0,43,0,14.33,3,5,2,0,0,1,419144,3,-6
9,Ajantha Mendis,4,0,22,2,5.5,7,0,0,1,0,1,419144,3,50
10,Sourav Ganguly,1,0,12,0,12,0,0,1,1,0,1,419144,3,0
11,Iqbal Abdulla,4,0,28,1,7,8,3,0,0,0,1,419144,3,25
0,Ryan Harris,4,0,37,2,9.25,11,2,2,3,0,2,419145,3,50
1,Harmeet Singh,1,0,13,0,13,3,1,1,2,0,2,419145,3,0
2,RP Singh,4,0,38,0,9.5,8,3,2,1,0,2,419145,3,0
3,Mitchell Marsh,4,0,37,1,9.25,11,5,1,3,0,2,419145,3,25
4,Pragyan Ojha,4,0,24,2,6,9,1,0,0,0,2,419145,3,50
5,Andrew Symonds,3,0,34,1,11.33,5,3,2,1,0,2,419145,3,25
6,Praveen Kumar,4,0,37,1,9.25,11,4,2,1,0,1,419145,3,25
7,Anil Kumble,4,0,38,1,9.5,8,3,2,1,0,1,419145,3,25
8,Dale Steyn,4,0,38,0,9.5,6,5,0,3,0,1,419145,3,0
9,Jacques Kallis,4,0,32,0,8,8,2,2,0,0,1,419145,3,0
10,Vinay Kumar,3.2,0,39,1,11.7,3,3,2,0,0,1,419145,3,25
0,Brett Lee,4,0,38,0,9.5,6,4,1,0,0,2,419146,3,0
1,Irfan Pathan,4,0,29,3,7.25,9,4,0,0,0,2,419146,3,79
2,Love Ablish,2,0,17,2,8.5,5,3,0,1,0,2,419146,3,50
3,Piyush Chawla,4,0,24,3,6,9,2,0,0,0,2,419146,3,79
4,Yuvraj Singh,2,0,15,0,7.5,1,1,0,0,0,2,419146,3,0
5,Ramesh Powar,4,0,28,0,7,6,1,1,0,0,2,419146,3,0
6,Ryan McLaren,2,0,13,0,6.5,5,2,0,0,0,1,419146,3,0
7,Zaheer Khan,3.2,0,36,0,10.8,7,7,0,0,0,1,419146,3,0
8,Lasith Malinga,4,0,36,2,9,12,6,1,0,0,1,419146,3,50
9,Harbhajan Singh,4,0,34,0,8.5,6,3,1,1,0,1,419146,3,0
10,Rajagopal Sathish,2,0,14,0,7,3,1,0,1,0,1,419146,3,0
11,Jean-Paul Duminy,3,0,15,1,5,8,0,1,0,0,1,419146,3,25
12,Kieron Pollard,1,0,9,1,9,2,1,0,1,0,1,419146,3,25
0,Ryan Harris,4,0,18,3,4.5,11,1,0,0,0,2,419147,3,85
1,RP Singh,2,0,18,1,9,3,2,0,1,0,2,419147,3,25
2,Rohit Sharma,2,0,19,0,9.5,4,2,0,2,0,2,419147,3,0
3,Harmeet Singh,4,0,21,1,5.25,10,0,1,0,0,2,419147,3,25
4,Dwayne Smith,1,0,14,0,14,1,3,0,0,0,2,419147,3,0
5,Andrew Symonds,4,0,23,1,5.75,10,1,1,0,0,2,419147,3,25
6,Pragyan Ojha,3,0,20,1,6.67,6,0,1,0,0,2,419147,3,25
7,Ravichandran Ashwin,4,0,13,2,3.25,18,1,0,1,0,1,419147,3,56
8,Doug Bollinger,3,0,31,0,10.33,4,3,1,2,0,1,419147,3,0
9,Shadab Jakati,4,0,29,1,7.25,11,1,2,0,0,1,419147,3,25
10,Thilan Thushara,4,0,27,0,6.75,10,1,1,2,0,1,419147,3,0
11,Suresh Raina,3.1,0,25,1,7.89,6,1,1,1,0,1,419147,3,25
12,Sudeep Tyagi,1,0,12,0,12,3,1,1,0,0,1,419147,3,0
0,Praveen Kumar,3,0,37,0,12.33,5,4,2,2,0,2,419148,3,-6
1,Dale Steyn,4,0,27,1,6.75,13,3,1,1,0,2,419148,3,25
2,Jacques Kallis,4,0,31,2,7.75,9,0,3,1,0,2,419148,3,50
3,Anil Kumble,4,0,17,1,4.25,15,1,0,1,0,2,419148,3,31
4,Sridharan Sriram,2,0,24,0,12,2,3,1,0,0,2,419148,3,-6
5,Vinay Kumar,3,0,23,3,7.67,9,2,1,1,0,2,419148,3,79
6,Ashok Dinda,3.1,0,15,2,4.74,10,1,0,0,0,1,419148,3,56
7,Ishant Sharma,4,0,46,0,11.5,7,6,1,2,0,1,419148,3,0
8,Ajit Agarkar,3,0,29,0,9.67,5,2,2,0,0,1,419148,3,0
9,Angelo Mathews,3,0,25,1,8.33,5,2,1,0,0,1,419148,3,25
10,Ajantha Mendis,4,0,44,0,11,7,2,3,1,0,1,419148,3,0
0,Ramesh Powar,4,0,25,0,6.25,17,1,0,3,0,2,419149,3,0
1,Irfan Pathan,3.4,0,24,3,6.55,12,3,0,3,0,2,419149,3,79
2,Love Ablish,2,0,19,1,9.5,3,2,0,2,0,2,419149,3,25
3,Piyush Chawla,4,0,16,2,4,14,2,0,0,0,2,419149,3,56
4,Yuvraj Singh,4,0,14,1,3.5,11,0,0,0,0,2,419149,3,31
5,Rusty Theron,2,0,11,1,5.5,3,0,0,0,0,2,419149,3,25
6,Ashish Nehra,2,0,8,0,4,7,1,0,0,0,1,419149,3,6
7,Farveez Maharoof,2,0,16,0,8,4,1,1,0,0,1,419149,3,0
8,Amit Mishra,4,0,15,1,3.75,12,1,0,0,0,1,419149,3,31
9,Rajat Bhatia,2,0,19,0,9.5,4,2,1,0,0,1,419149,3,0
10,Daniel Vettori,3.4,0,27,0,7.36,8,4,0,1,0,1,419149,3,0
11,Paul Collingwood,4,0,19,2,4.75,11,2,0,0,0,1,419149,3,56
12,Virender Sehwag,1,0,3,0,3,3,0,0,0,0,1,419149,3,0
0,Yusuf Pathan,4,0,24,0,6,11,3,0,2,0,2,419150,3,0
1,Shane Watson,4,0,37,3,9.25,10,7,0,1,0,2,419150,3,79
2,Aditya Dole,3,0,34,1,11.33,6,4,1,3,0,2,419150,3,25
3,Abhishek Jhunjhunwala,1,0,6,0,6,3,1,0,0,0,2,419150,3,0
4,Shane Warne,4,0,34,0,8.5,6,4,0,1,0,2,419150,3,0
5,Siddharth Trivedi,4,0,35,1,8.75,6,1,2,1,0,2,419150,3,25
6,Zaheer Khan,4,1,17,2,4.25,15,1,1,0,0,1,419150,3,68
7,Dhawal Kulkarni,4,0,40,1,10,10,3,2,1,0,1,419150,3,25
8,Lasith Malinga,4,0,23,0,5.75,10,1,1,0,0,1,419150,3,0
9,Harbhajan Singh,4,0,21,1,5.25,8,0,0,2,0,1,419150,3,25
10,Sanath Jayasuriya,2,0,16,0,8,1,1,0,0,0,1,419150,3,0
11,Kieron Pollard,2,0,19,1,9.5,3,1,1,0,0,1,419150,3,25
0,Dale Steyn,4,0,18,3,4.5,14,2,0,2,0,2,419151,3,85
1,Vinay Kumar,3,0,19,1,6.33,8,0,1,0,0,2,419151,3,25
2,Jacques Kallis,4,0,40,0,10,9,6,1,0,0,2,419151,3,0
3,Anil Kumble,4,0,27,1,6.75,9,1,1,0,1,2,419151,3,25
4,Virat Kohli,2,0,16,0,8,3,0,1,0,0,2,419151,3,0
5,KP Appanna,3,0,27,0,9,5,2,1,1,0,2,419151,3,0
6,Ryan Harris,3.4,0,34,2,9.27,9,1,2,3,0,1,419151,3,50
7,RP Singh,4,0,21,2,5.25,12,1,0,2,0,1,419151,3,50
8,Andrew Symonds,4,0,33,1,8.25,5,3,1,0,0,1,419151,3,25
9,Pragyan Ojha,4,0,22,2,5.5,12,2,0,0,0,1,419151,3,50
10,Harmeet Singh,4,0,24,2,6,9,2,0,2,0,1,419151,3,50
0,Ashish Nehra,4,0,30,1,7.5,10,3,1,1,0,2,419152,3,25
1,Pradeep Sangwan,4,0,35,2,8.75,11,3,1,2,2,2,419152,3,50
2,Amit Mishra,3,0,30,0,10,5,5,0,0,0,2,419152,3,0
3,Andrew McDonald,4,0,42,1,10.5,5,2,3,0,0,2,419152,3,25
4,Paul Collingwood,4,0,27,0,6.75,5,0,1,0,0,2,419152,3,0
5,Sarabjit Ladda,1,0,14,0,14,1,1,1,0,0,2,419152,3,0
6,Zaheer Khan,2,0,23,0,11.5,4,3,1,0,0,1,419152,3,0
7,Dilhara Fernando,4,0,32,2,8,7,4,0,0,1,1,419152,3,50
8,Harbhajan Singh,4,0,24,1,6,7,2,0,0,0,1,419152,3,25
9,Dwayne Bravo,2,0,26,0,13,1,2,1,1,0,1,419152,3,-6
10,Ali Murtaza,4,0,18,2,4.5,6,0,0,0,0,1,419152,3,56
11,Kieron Pollard,4,0,15,0,3.75,10,0,0,0,0,1,419152,3,6
0,Ravichandran Ashwin,4,0,16,3,4,16,0,1,1,0,2,419153,3,85
1,Doug Bollinger,4,1,15,2,3.75,18,3,0,0,0,2,419153,3,68
2,Albie Morkel,2,0,14,0,7,3,0,0,1,0,2,419153,3,0
3,Shadab Jakati,4,0,23,1,5.75,10,2,0,1,0,2,419153,3,25
4,Muttiah Muralitharan,4,0,47,1,11.75,8,4,2,3,0,2,419153,3,25
5,Suresh Raina,2,0,18,1,9,4,0,2,0,0,2,419153,3,25
6,Chris Gayle,3,0,35,1,11.67,8,4,0,2,0,1,419153,3,25
7,Ashok Dinda,2,0,25,0,12.5,4,5,0,1,0,1,419153,3,-6
8,Ajit Agarkar,2,0,14,0,7,5,2,0,1,0,1,419153,3,0
9,Iqbal Abdulla,2.3,0,21,0,8.4,7,1,2,0,0,1,419153,3,0
10,David Hussey,2,0,22,0,11,2,2,1,0,0,1,419153,3,0
11,Angelo Mathews,1,0,15,0,15,1,1,1,1,0,1,419153,3,0
12,Laxmi Shukla,1,0,9,0,9,2,0,1,0,0,1,419153,3,0
0,Anil Kumble,4,0,28,0,7,8,3,0,0,1,2,419154,3,0
1,Dale Steyn,4,0,15,1,3.75,16,2,0,1,0,2,419154,3,31
2,Vinay Kumar,4,0,36,1,9,10,4,1,0,0,2,419154,3,25
3,Pankaj Singh,4,1,27,2,6.75,12,5,0,0,0,2,419154,3,62
4,Jacques Kallis,4,0,19,1,4.75,12,0,0,1,0,2,419154,3,31
5,Shane Watson,4,0,24,0,6,13,3,0,0,0,1,419154,3,0
6,Kamran Khan,3,0,30,1,10,8,5,1,0,0,1,419154,3,25
7,Siddharth Trivedi,3.4,0,32,2,8.73,9,4,1,0,0,1,419154,3,50
8,Adam Voges,1,0,17,0,17,1,4,0,0,0,1,419154,3,0
9,Shane Warne,4,0,28,1,7,13,2,2,0,0,1,419154,3,25
0,Dirk Nannes,3,0,25,1,8.33,8,2,0,2,1,2,419155,3,25
1,Ashish Nehra,4,0,26,3,6.5,13,4,0,0,0,2,419155,3,79
2,Umesh Yadav,1,0,11,0,11,4,2,0,1,0,2,419155,3,0
3,Tillakaratne Dilshan,4,0,19,1,4.75,11,0,1,0,0,2,419155,3,31
4,Virender Sehwag,4,0,18,2,4.5,13,2,0,0,0,2,419155,3,56
5,Amit Mishra,4,0,13,1,3.25,13,0,0,0,1,2,419155,3,31
6,Ravichandran Ashwin,4,0,24,1,6,10,3,0,0,0,1,419155,3,25
7,Doug Bollinger,4,0,24,2,6,12,2,0,1,0,1,419155,3,50
8,Shadab Jakati,3,0,14,1,4.67,9,0,0,0,0,1,419155,3,31
9,Albie Morkel,2.4,0,16,0,6,5,0,0,1,0,1,419155,3,0
10,Lakshmipathy Balaji,2,0,16,0,8,5,1,0,2,0,1,419155,3,0
11,Suresh Raina,3,0,15,0,5,9,2,0,0,0,1,419155,3,0
0,Ryan Harris,4,0,27,1,6.75,14,3,1,2,0,2,419156,3,25
1,RP Singh,4,0,51,1,12.75,8,9,1,1,0,2,419156,3,19
2,Mitchell Marsh,4,0,32,0,8,9,5,0,0,0,2,419156,3,0
3,Andrew Symonds,2,0,16,0,8,5,1,1,0,0,2,419156,3,0
4,Rohit Sharma,1,0,8,0,8,1,1,0,0,0,2,419156,3,0
5,Pragyan Ojha,2,0,19,0,9.5,5,3,0,0,1,2,419156,3,0
6,Rahul Sharma,3,0,18,1,6,9,1,1,1,0,2,419156,3,25
7,Vikramjeet Malik,2.1,0,23,1,10.62,6,5,0,1,0,1,419156,3,25
8,Irfan Pathan,3,0,35,1,11.67,6,3,2,1,0,1,419156,3,25
9,Shalabh Srivastava,4,0,36,0,9,9,3,2,2,0,1,419156,3,0
10,Rusty Theron,4,0,32,1,8,9,3,1,3,0,1,419156,3,25
11,Piyush Chawla,4,0,24,1,6,8,2,0,0,0,1,419156,3,25
12,Yuvraj Singh,2,0,22,1,11,3,1,2,0,0,1,419156,3,25
0,Dale Steyn,4,0,18,0,4.5,10,1,0,1,0,2,419157,3,6
1,Vinay Kumar,3,0,26,0,8.67,8,5,0,0,0,2,419157,3,0
2,Pankaj Singh,4,0,54,0,13.5,11,2,5,3,0,2,419157,3,-6
3,Jacques Kallis,4,0,41,2,10.25,8,4,2,1,0,2,419157,3,50
4,Anil Kumble,4,0,38,1,9.5,5,2,2,1,0,2,419157,3,25
5,Kevin Pietersen,1,0,10,1,10,1,0,1,0,0,2,419157,3,25
6,Zaheer Khan,4,0,30,1,7.5,7,2,1,0,0,1,419157,3,25
7,Dilhara Fernando,4,0,24,2,6,14,3,1,0,0,1,419157,3,50
8,Ryan McLaren,4,0,21,1,5.25,9,1,0,0,0,1,419157,3,25
9,Harbhajan Singh,4,0,28,2,7,7,2,1,0,0,1,419157,3,50
10,Kieron Pollard,4,0,28,3,7,5,2,0,2,0,1,419157,3,79
0,Shane Bond,4,1,20,1,5,15,3,0,1,0,2,419158,3,37
1,Ashok Dinda,4,0,24,2,6,10,3,0,0,0,2,419158,3,50
2,Murali Kartik,4,0,31,1,7.75,8,5,0,0,0,2,419158,3,25
3,Jaydev Unadkat,4,0,26,3,6.5,10,2,1,0,0,2,419158,3,79
4,Laxmi Shukla,4,0,30,1,7.5,6,1,1,0,0,2,419158,3,25
5,Yusuf Pathan,3,0,32,0,10.67,4,5,0,3,0,1,419158,3,0
6,Shane Watson,3,0,17,0,5.67,13,4,0,0,0,1,419158,3,0
7,Kamran Khan,2,0,13,2,6.5,7,2,0,2,0,1,419158,3,50
8,Siddharth Trivedi,2,0,16,0,8,5,3,0,0,0,1,419158,3,0
9,Shane Warne,3,0,20,0,6.67,6,2,0,1,0,1,419158,3,0
10,Aaron Finch,1.1,0,5,0,4.29,3,0,0,0,0,1,419158,3,0
11,Adam Voges,1,0,16,0,16,1,0,2,1,0,1,419158,3,0
12,Faiz Fazal,1,0,14,0,14,1,1,1,0,0,1,419158,3,0
0,Sudeep Tyagi,2,0,24,0,12,5,2,2,1,0,2,419159,3,-6
1,Doug Bollinger,4,0,39,0,9.75,9,3,2,1,0,2,419159,3,0
2,Albie Morkel,4,0,48,1,12,7,6,2,1,0,2,419159,3,19
3,Ravichandran Ashwin,4,0,20,1,5,11,2,0,0,0,2,419159,3,25
4,Suresh Raina,4,0,33,1,8.25,6,3,1,0,0,2,419159,3,25
5,Justin Kemp,1,0,12,0,12,0,2,0,0,0,2,419159,3,0
6,Shadab Jakati,1,0,14,0,14,0,1,1,0,0,2,419159,3,0
7,Ramesh Powar,4,0,28,2,7,11,3,1,1,0,1,419159,3,50
8,Irfan Pathan,3.4,0,44,0,12,7,6,2,0,0,1,419159,3,-6
9,Vikram Singh,3,0,40,0,13.33,5,4,2,2,1,1,419159,3,-6
10,Piyush Chawla,4,0,28,1,7,11,3,1,0,0,1,419159,3,25
11,Rusty Theron,4,0,43,1,10.75,4,5,1,1,0,1,419159,3,25
12,Yuvraj Singh,1,0,7,0,7,2,1,0,0,0,1,419159,3,0
0,Dirk Nannes,4,0,22,0,5.5,11,3,0,0,0,2,419160,3,0
1,Ashish Nehra,4,0,32,2,8,10,3,1,0,0,2,419160,3,50
2,Umesh Yadav,4,0,24,2,6,13,4,0,1,0,2,419160,3,50
3,Amit Mishra,4,0,28,1,7,9,1,2,0,0,2,419160,3,25
4,Paul Collingwood,3,0,23,1,7.67,4,1,1,0,0,2,419160,3,25
5,Tillakaratne Dilshan,1,0,14,0,14,2,0,2,0,0,2,419160,3,0
6,Chaminda Vaas,4,0,19,1,4.75,11,2,0,0,0,1,419160,3,31
7,Mitchell Marsh,2,0,19,1,9.5,5,3,0,0,1,1,419160,3,25
8,Harmeet Singh,4,0,41,2,10.25,8,4,2,1,0,1,419160,3,50
9,Andrew Symonds,2,0,8,0,4,5,0,0,0,0,1,419160,3,6
10,Pragyan Ojha,4,0,16,2,4,11,1,0,0,0,1,419160,3,56
11,Rahul Sharma,4,0,29,0,7.25,8,0,2,1,0,1,419160,3,0
0,Shane Bond,4,0,24,2,6,8,2,0,0,0,2,419161,3,50
1,Ashok Dinda,4,0,20,1,5,13,2,0,1,0,2,419161,3,25
2,Jaydev Unadkat,4,0,27,1,6.75,8,3,0,0,0,2,419161,3,25
3,Sourav Ganguly,1,0,13,0,13,1,1,1,0,0,2,419161,3,0
4,Murali Kartik,4,0,20,2,5,11,2,0,0,0,2,419161,3,50
5,David Hussey,2,0,14,0,7,5,2,0,0,0,2,419161,3,0
6,Manoj Tiwary,1,0,11,1,11,2,0,1,1,0,2,419161,3,25
7,Ali Murtaza,4,0,27,0,6.75,11,1,1,1,0,1,419161,3,0
8,Dilhara Fernando,3,0,31,0,10.33,8,3,1,1,1,1,419161,3,0
9,Ryan McLaren,3,0,26,0,8.67,8,3,1,1,0,1,419161,3,0
10,Dwayne Bravo,2,0,7,0,3.5,6,0,0,1,0,1,419161,3,6
11,Stuart Binny,1,0,9,0,9,0,1,0,0,0,1,419161,3,0
12,Jean-Paul Duminy,2.3,0,22,0,8.8,5,4,0,0,0,1,419161,3,0
13,Rajagopal Sathish,2,0,11,1,5.5,6,1,0,1,0,1,419161,3,25
0,Praveen Kumar,3,0,29,0,9.67,8,4,0,1,0,2,419162,3,0
1,Dale Steyn,4,0,43,2,10.75,10,4,2,3,0,2,419162,3,50
2,Vinay Kumar,2,0,25,0,12.5,4,1,2,1,0,2,419162,3,-6
3,Jacques Kallis,2,0,25,0,12.5,1,3,1,0,0,2,419162,3,-6
4,Anil Kumble,4,0,30,1,7.5,9,1,1,0,2,2,419162,3,25
5,Kevin Pietersen,4,0,20,1,5,8,1,0,0,0,2,419162,3,25
6,Virat Kohli,1,0,10,0,10,2,0,1,0,0,2,419162,3,0
7,Zaheer Khan,4,0,34,0,8.5,8,5,0,0,0,1,419162,3,0
8,Dilhara Fernando,4,0,28,1,7,11,3,0,1,1,1,419162,3,25
9,Lasith Malinga,4,0,24,2,6,10,2,0,1,0,1,419162,3,50
10,Harbhajan Singh,4,0,44,2,11,6,2,3,3,0,1,419162,3,50
11,Kieron Pollard,4,0,17,3,4.25,10,0,0,2,0,1,419162,3,85
0,Andrew Symonds,4,0,18,1,4.5,14,2,0,1,0,2,419163,3,31
1,Ryan Harris,4,0,29,3,7.25,11,3,1,1,0,2,419163,3,79
2,RP Singh,4,0,33,0,8.25,10,2,2,1,0,2,419163,3,0
3,Pragyan Ojha,4,0,27,1,6.75,7,1,1,0,0,2,419163,3,25
4,Harmeet Singh,4,0,22,1,5.5,11,3,0,0,0,2,419163,3,25
5,Ravichandran Ashwin,4,0,14,1,3.5,15,0,1,0,0,1,419163,3,31
6,Doug Bollinger,4,1,13,4,3.25,18,2,0,0,0,1,419163,3,126
7,Muttiah Muralitharan,4,0,16,1,4,14,1,0,0,0,1,419163,3,31
8,Albie Morkel,3,0,15,1,5,9,2,0,0,0,1,419163,3,25
9,Shadab Jakati,4,0,44,2,11,8,4,1,2,0,1,419163,3,50
10,Suresh Raina,0.2,0,0,1,0,2,0,0,0,0,1,419163,3,25
0,Anil Kumble,3.3,0,16,4,4.57,13,1,1,0,0,2,419164,3,114
1,Praveen Kumar,4,0,18,2,4.5,13,2,0,0,0,2,419164,3,56
2,Dale Steyn,3,1,11,1,3.67,15,2,0,2,0,2,419164,3,43
3,Nayan Doshi,4,0,17,1,4.25,14,0,1,1,0,2,419164,3,31
4,Kevin Pietersen,1,0,10,0,10,2,2,0,0,0,2,419164,3,0
5,Balachandra Akhil,1,0,6,0,6,3,1,0,0,0,2,419164,3,0
6,Jacques Kallis,2,1,3,2,1.5,9,0,0,0,0,2,419164,3,68
7,Ryan Harris,3,0,14,0,4.67,12,2,0,1,0,1,419164,3,6
8,Andrew Symonds,3,0,17,0,5.67,8,2,0,0,0,1,419164,3,0
9,Pragyan Ojha,3.5,0,22,0,5.74,12,2,1,0,0,1,419164,3,0
10,Rahul Sharma,3,0,24,1,8,5,2,1,0,0,1,419164,3,25
11,Harmeet Singh,1,0,7,0,7,2,1,0,0,0,1,419164,3,0
0,Harbhajan Singh,4,0,30,0,7.5,10,1,2,0,0,2,419165,3,0
1,Lasith Malinga,4,0,33,0,8.25,11,4,0,1,0,2,419165,3,0
2,Zaheer Khan,4,0,34,1,8.5,9,2,2,1,0,2,419165,3,25
3,Dilhara Fernando,4,0,23,2,5.75,14,2,1,2,0,2,419165,3,50
4,Kieron Pollard,4,0,45,1,11.25,3,2,3,0,0,2,419165,3,25
5,Ravichandran Ashwin,4,1,24,0,6,13,3,0,2,0,1,419165,3,12
6,Doug Bollinger,4,0,31,1,7.75,10,2,2,0,0,1,419165,3,25
7,Albie Morkel,3,0,20,1,6.67,8,3,0,1,0,1,419165,3,25
8,Muttiah Muralitharan,4,0,17,1,4.25,11,1,0,0,0,1,419165,3,31
9,Shadab Jakati,3,0,26,2,8.67,6,1,2,0,0,1,419165,3,50
10,Suresh Raina,2,0,21,1,10.5,4,2,1,2,0,1,419165,3,25
0,Iqbal Abdulla,4,0,26,1,6.5,7,3,0,0,0,2,501198,4,25
1,Yusuf Pathan,3,0,19,1,6.33,7,2,0,1,0,2,501198,4,25
2,Lakshmipathy Balaji,4,0,25,0,6.25,8,2,0,0,0,2,501198,4,0
3,Jacques Kallis,3,0,34,2,11.33,5,5,1,0,0,2,501198,4,50
4,Sarabjit Ladda,3,0,29,0,9.67,7,1,3,0,0,2,501198,4,0
5,Rajat Bhatia,3,0,19,0,6.33,2,1,0,0,0,2,501198,4,0
6,Albie Morkel,3,0,32,0,10.67,2,5,0,1,0,1,501198,4,0
7,Tim Southee,4,0,30,1,7.5,9,4,0,0,0,1,501198,4,25
8,Ravichandran Ashwin,4,0,26,1,6.5,11,2,0,1,0,1,501198,4,25
9,Suraj Randiv,4,0,33,1,8.25,9,2,2,1,0,1,501198,4,25
10,Shadab Jakati,4,0,26,1,6.5,7,1,1,0,0,1,501198,4,25
11,Suresh Raina,1,0,3,1,3,3,0,0,0,0,1,501198,4,25
0,Jacob Oram,2,0,13,0,6.5,6,1,0,0,0,2,501199,4,0
1,Amit Singh,4,0,35,3,8.75,11,4,2,0,0,2,501199,4,79
2,Johan Botha,4,0,31,0,7.75,6,2,1,0,0,2,501199,4,0
3,Siddharth Trivedi,4,0,15,3,3.75,13,1,0,0,0,2,501199,4,85
4,Shane Warne,4,0,21,2,5.25,13,0,1,1,0,2,501199,4,50
5,Ashok Menaria,1,0,8,0,8,1,1,0,0,0,2,501199,4,0
6,Stuart Binny,1,0,14,0,14,0,1,1,0,0,2,501199,4,0
7,Pragyan Ojha,3.5,0,44,0,11.48,3,5,1,0,0,1,501199,4,0
8,Dale Steyn,4,0,18,2,4.5,16,3,0,0,1,1,501199,4,56
9,Ishant Sharma,4,0,24,0,6,13,2,1,1,1,1,501199,4,0
10,Daniel Christian,3,0,25,0,8.33,6,3,0,0,0,1,501199,4,0
11,Amit Mishra,4,0,28,0,7,9,2,1,0,0,1,501199,4,0
0,Zaheer Khan,4,0,28,1,7,10,2,1,0,0,2,501200,4,25
1,Dirk Nannes,3,0,31,1,10.33,5,4,1,1,0,2,501200,4,25
2,Daniel Vettori,4,0,17,1,4.25,11,1,0,0,0,2,501200,4,31
3,Tillakaratne Dilshan,4,0,30,1,7.5,7,2,1,0,0,2,501200,4,25
4,Abhimanyu Mithun,1,0,19,0,19,2,1,2,0,1,2,501200,4,0
5,Virat Kohli,2,0,14,1,7,4,2,0,0,0,2,501200,4,25
6,Asad Pathan,2,0,19,0,9.5,3,1,0,2,0,2,501200,4,0
7,RP Singh,3,0,29,0,9.67,5,3,0,4,0,1,501200,4,0
8,Sreesanth,3,0,28,1,9.33,6,2,1,1,2,1,501200,4,25
9,Ravindra Jadeja,4,0,28,1,7,8,2,1,1,0,1,501200,4,25
10,Vinay Kumar,3.4,0,26,1,7.09,12,5,0,1,0,1,501200,4,25
11,Muttiah Muralitharan,4,0,27,0,6.75,10,0,2,0,0,1,501200,4,0
12,Raiphi Gomez,1,0,20,1,20,1,0,3,0,0,1,501200,4,25
0,Harbhajan Singh,3,0,14,2,4.67,11,0,1,1,0,2,501201,4,56
1,Lasith Malinga,3.4,1,13,5,3.55,16,2,0,1,0,2,501201,4,159
2,Ali Murtaza,4,0,21,1,5.25,13,3,0,1,0,2,501201,4,25
3,Munaf Patel,3,0,20,0,6.67,10,2,1,0,0,2,501201,4,0
